epoch,f1_score,prec_macro,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,,,9,,,,0.6925184726715088,,
0,,,19,,,,0.656337320804596,,
0,,,29,,,,0.5764927864074707,,
0,,,39,,,,0.6113162040710449,,
,,,0,,,,,,0.6708741188049316
,,,1,,,,,,0.7037618160247803
,,,2,,,,,,0.633842945098877
,,,3,,,,,,0.6839635968208313
,,,4,,,,,,0.6106679439544678
,,,5,,,,,,0.4942673444747925
,,,6,,,,,,0.4826827347278595
,,,7,,,,,,0.5166599750518799
,,,8,,,,,,0.4411282539367676
,,,9,,,,,,0.496357262134552
,,,10,,,,,,0.5800721645355225
,,,11,,,,,,0.5363528728485107
,,,12,,,,,,0.5583338737487793
,,,13,,,,,,0.5006523132324219
,,,14,,,,,,0.5575652122497559
,,,15,,,,,,0.5226327180862427
,,,16,,,,,,0.6082504987716675
,,,17,,,,,,0.6900143027305603
,,,18,,,,,,0.6725088953971863
,,,19,,,,,,0.704047679901123
,,,20,,,,,,0.6656284332275391
,,,21,,,,,,0.5493082404136658
0,0.7730922698974609,0.7732037305831909,42,,,,,0.5869872570037842,
0,,,42,,,0.6423113942146301,,,
1,,,49,,,,0.5630238652229309,,
1,,,59,,,,0.595775842666626,,
1,,,69,,,,0.583728551864624,,
1,,,79,,,,0.51578688621521,,
,,,22,,,,,,0.45142677426338196
,,,23,,,,,,0.5215135812759399
,,,24,,,,,,0.46775174140930176
,,,25,,,,,,0.48073065280914307
,,,26,,,,,,0.4578171372413635
,,,27,,,,,,0.39283812046051025
,,,28,,,,,,0.34718236327171326
,,,29,,,,,,0.3898810148239136
,,,30,,,,,,0.3403666615486145
,,,31,,,,,,0.3647122085094452
,,,32,,,,,,0.6321921944618225
,,,33,,,,,,0.46377742290496826
,,,34,,,,,,0.5170732140541077
,,,35,,,,,,0.46345946192741394
,,,36,,,,,,0.5459974408149719
,,,37,,,,,,0.47419771552085876
,,,38,,,,,,0.590606689453125
,,,39,,,,,,0.6781580448150635
,,,40,,,,,,0.767989456653595
,,,41,,,,,,0.7662084698677063
,,,42,,,,,,0.718009352684021
,,,43,,,,,,0.4274424612522125
1,0.8037894368171692,0.819736123085022,85,,,,,0.5154114961624146,
1,,,85,,,0.552338719367981,,,
2,,,89,,,,0.5083857774734497,,
2,,,99,,,,0.5746365189552307,,
2,,,109,,,,0.48608261346817017,,
2,,,119,,,,0.5089939832687378,,
,,,44,,,,,,0.46541762351989746
,,,45,,,,,,0.49971774220466614
,,,46,,,,,,0.4606587290763855
,,,47,,,,,,0.515223503112793
,,,48,,,,,,0.4568392038345337
,,,49,,,,,,0.449514240026474
,,,50,,,,,,0.3692927062511444
,,,51,,,,,,0.4505500793457031
,,,52,,,,,,0.36838456988334656
,,,53,,,,,,0.3897183835506439
,,,54,,,,,,0.5541046857833862
,,,55,,,,,,0.42946183681488037
,,,56,,,,,,0.43960994482040405
,,,57,,,,,,0.3892403841018677
,,,58,,,,,,0.4524405002593994
,,,59,,,,,,0.39896196126937866
,,,60,,,,,,0.4850226044654846
,,,61,,,,,,0.4804142117500305
,,,62,,,,,,0.6546888947486877
,,,63,,,,,,0.5823001861572266
,,,64,,,,,,0.588824987411499
,,,65,,,,,,0.339709609746933
2,0.8634852766990662,0.8632535338401794,128,,,,,0.4699133634567261,
2,,,128,,,0.4943690598011017,,,
3,,,129,,,,0.42167234420776367,,
3,,,139,,,,0.5307528376579285,,
3,,,149,,,,0.49021536111831665,,
3,,,159,,,,0.49411025643348694,,
3,,,169,,,,0.408422589302063,,
,,,66,,,,,,0.45830467343330383
,,,67,,,,,,0.5282491445541382
,,,68,,,,,,0.4481450319290161
,,,69,,,,,,0.5178413391113281
,,,70,,,,,,0.46336618065834045
,,,71,,,,,,0.43675217032432556
,,,72,,,,,,0.36645978689193726
,,,73,,,,,,0.4340723156929016
,,,74,,,,,,0.3572309613227844
,,,75,,,,,,0.389067679643631
,,,76,,,,,,0.5367379188537598
,,,77,,,,,,0.4036143124103546
,,,78,,,,,,0.41101396083831787
,,,79,,,,,,0.3721272945404053
,,,80,,,,,,0.422829806804657
,,,81,,,,,,0.37573468685150146
,,,82,,,,,,0.4623832106590271
,,,83,,,,,,0.4501895010471344
,,,84,,,,,,0.5883188247680664
,,,85,,,,,,0.5468391180038452
,,,86,,,,,,0.5643815994262695
,,,87,,,,,,0.3254488408565521
3,0.8752200603485107,0.8749428391456604,171,,,,,0.4534125328063965,
3,,,171,,,0.4573203921318054,,,
4,,,179,,,,0.43899375200271606,,
4,,,189,,,,0.3975663483142853,,
