epoch,f1_score,prec_macro,step,test_loss_epoch,test_loss_step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,,,9,,,,0.48972150683403015,,
,,,0,,,,,,0.6769893169403076
,,,1,,,,,,0.6775332689285278
,,,2,,,,,,0.6762180328369141
,,,3,,,,,,0.6768748760223389
,,,4,,,,,,0.34872114658355713
,,,5,,,,,,0.3151371479034424
,,,6,,,,,,0.31382933259010315
,,,7,,,,,,0.3143274188041687
0,1.0,1.0,14,,,,,0.5182775259017944,
0,,,14,,,0.542488157749176,,,
1,,,19,,,,0.44314825534820557,,
1,,,29,,,,0.5116038918495178,,
,,,8,,,,,,0.630610466003418
,,,9,,,,,,0.6311253309249878
,,,10,,,,,,0.6301606893539429
,,,11,,,,,,0.6305602788925171
,,,12,,,,,,0.34432345628738403
,,,13,,,,,,0.3146434426307678
,,,14,,,,,,0.314020037651062
,,,15,,,,,,0.31413534283638
1,1.0,1.0,29,,,,,0.49219486117362976,
1,,,29,,,0.49343401193618774,,,
2,,,39,,,,0.4264083504676819,,
,,,16,,,,,,0.5809136033058167
,,,17,,,,,,0.5815294981002808
,,,18,,,,,,0.5806857347488403
,,,19,,,,,,0.5809338092803955
,,,20,,,,,,0.34165576100349426
,,,21,,,,,,0.31626394391059875
,,,22,,,,,,0.3145315647125244
,,,23,,,,,,0.31437307596206665
2,1.0,1.0,44,,,,,0.46488329768180847,
2,,,44,,,0.46214988827705383,,,
3,,,49,,,,0.44011175632476807,,
3,,,59,,,,0.4467732608318329,,
,,,24,,,,,,0.5253603458404541
,,,25,,,,,,0.5262918472290039
,,,26,,,,,,0.5251555442810059
,,,27,,,,,,0.5254120230674744
,,,28,,,,,,0.3373236060142517
,,,29,,,,,,0.31819280982017517
,,,30,,,,,,0.3145967721939087
,,,31,,,,,,0.3139650523662567
3,1.0,1.0,59,,,,,0.4340786933898926,
3,,,59,,,0.43756502866744995,,,
4,,,69,,,,0.4251313805580139,,
,,,32,,,,,,0.4457821249961853
,,,33,,,,,,0.44700902700424194
,,,34,,,,,,0.4455280900001526
,,,35,,,,,,0.44585299491882324
,,,36,,,,,,0.3303490877151489
,,,37,,,,,,0.3214372396469116
,,,38,,,,,,0.31424951553344727
,,,39,,,,,,0.31411054730415344
4,1.0,1.0,74,,,,,0.38984405994415283,
4,,,74,,,0.3970935344696045,,,
5,,,79,,,,0.35096341371536255,,
5,,,89,,,,0.3323315680027008,,
,,,40,,,,,,0.3778285086154938
,,,41,,,,,,0.3788830637931824
,,,42,,,,,,0.3775976896286011
,,,43,,,,,,0.3778804540634155
,,,44,,,,,,0.31985655426979065
,,,45,,,,,,0.3141899108886719
,,,46,,,,,,0.31738537549972534
,,,47,,,,,,0.3139815926551819
5,1.0,1.0,89,,,,,0.35047951340675354,
5,,,89,,,0.3657587468624115,,,
6,,,99,,,,0.343349814414978,,
,,,48,,,,,,0.33943676948547363
,,,49,,,,,,0.3400837481021881
,,,50,,,,,,0.3392789363861084
,,,51,,,,,,0.3394619822502136
,,,52,,,,,,0.31580454111099243
,,,53,,,,,,0.31443315744400024
,,,54,,,,,,0.31518593430519104
,,,55,,,,,,0.3137466013431549
6,1.0,1.0,104,,,,,0.32850489020347595,
6,,,104,,,0.3381231129169464,,,
7,,,109,,,,0.3189339339733124,,
7,,,119,,,,0.3411247134208679,,
,,,56,,,,,,0.326471745967865
,,,57,,,,,,0.3269249498844147
,,,58,,,,,,0.3263643980026245
,,,59,,,,,,0.32649749517440796
,,,60,,,,,,0.31500908732414246
,,,61,,,,,,0.33551251888275146
,,,62,,,,,,0.3137011229991913
,,,63,,,,,,0.3134905993938446
7,0.9956358075141907,0.9962121248245239,119,,,,,0.3239348530769348,
7,,,119,,,0.3282047212123871,,,
8,,,129,,,,0.31930074095726013,,
,,,64,,,,,,0.3197108507156372
,,,65,,,,,,0.319965124130249
,,,66,,,,,,0.3196427524089813
,,,67,,,,,,0.3197197914123535
,,,68,,,,,,0.313994824886322
,,,69,,,,,,0.34117573499679565
,,,70,,,,,,0.3424682021141052
,,,71,,,,,,0.3132764995098114
8,0.9912616014480591,0.9924812316894531,134,,,,,0.3247775435447693,
8,,,134,,,0.3186250627040863,,,
9,,,139,,,,0.3148287534713745,,
9,,,149,,,,0.31363895535469055,,
,,,72,,,,,,0.31695592403411865
,,,73,,,,,,0.31711483001708984
,,,74,,,,,,0.3169143795967102
,,,75,,,,,,0.3169633150100708
,,,76,,,,,,0.31517356634140015
,,,77,,,,,,0.34449857473373413
,,,78,,,,,,0.3139956295490265
,,,79,,,,,,0.31327301263809204
9,0.9956358075141907,0.9962121248245239,149,,,,,0.31996214389801025,
9,,,149,,,0.3171084225177765,,,
10,,,159,,,,0.3144369125366211,,
,,,80,,,,,,0.315527081489563
,,,81,,,,,,0.3156324028968811
,,,82,,,,,,0.31549903750419617
,,,83,,,,,,0.3155323266983032
,,,84,,,,,,0.3162822723388672
,,,85,,,,,,0.34456878900527954
,,,86,,,,,,0.31337130069732666
,,,87,,,,,,0.3132796883583069
10,0.9956358075141907,0.9962121248245239,164,,,,,0.3192477822303772,
10,,,164,,,0.3150346577167511,,,
11,,,169,,,,0.31535857915878296,,
11,,,179,,,,0.31378987431526184,,
,,,88,,,,,,0.3149314820766449
,,,89,,,,,,0.3150113821029663
,,,90,,,,,,0.3149089515209198
,,,91,,,,,,0.3149350583553314
,,,92,,,,,,0.31343257427215576
,,,93,,,,,,0.34373658895492554
,,,94,,,,,,0.31383171677589417
,,,95,,,,,,0.3133085072040558
11,0.9956358075141907,0.9962121248245239,179,,,,,0.3184763789176941,
11,,,179,,,0.31493037939071655,,,
12,,,189,,,,0.31353113055229187,,
,,,96,,,,,,0.3147810697555542
,,,97,,,,,,0.3148554265499115
,,,98,,,,,,0.3147599697113037
,,,99,,,,,,0.31478452682495117
,,,100,,,,,,0.3134177625179291
,,,101,,,,,,0.32944899797439575
,,,102,,,,,,0.31448930501937866
,,,103,,,,,,0.3133206367492676
12,0.9956358075141907,0.9962121248245239,194,,,,,0.3165196478366852,
12,,,194,,,0.31447091698646545,,,
13,,,199,,,,0.3135717511177063,,
13,,,209,,,,0.3139130175113678,,
,,,104,,,,,,0.31433385610580444
,,,105,,,,,,0.31438785791397095
,,,106,,,,,,0.3143192231655121
,,,107,,,,,,0.31433647871017456
,,,108,,,,,,0.3133730888366699
,,,109,,,,,,0.3437371253967285
,,,110,,,,,,0.31422388553619385
,,,111,,,,,,0.3133126497268677
13,0.9956358075141907,0.9962121248245239,209,,,,,0.31819137930870056,
13,,,209,,,0.3148339092731476,,,
14,,,219,,,,0.3140628933906555,,
,,,112,,,,,,0.3142690658569336
,,,113,,,,,,0.31431901454925537
,,,114,,,,,,0.31425437331199646
,,,115,,,,,,0.3142717480659485
,,,116,,,,,,0.31336942315101624
,,,117,,,,,,0.3192942142486572
,,,118,,,,,,0.3133608400821686
,,,119,,,,,,0.31340113282203674
14,1.0,1.0,224,,,,,0.31468260288238525,
14,,,224,,,0.3144347369670868,,,
15,,,229,,,,0.31360092759132385,,
15,,,239,,,,0.3134849965572357,,
,,,120,,,,,,0.31422895193099976
,,,121,,,,,,0.31427669525146484
,,,122,,,,,,0.314214289188385
,,,123,,,,,,0.3142317533493042
,,,124,,,,,,0.3133559823036194
,,,125,,,,,,0.3163328766822815
,,,126,,,,,,0.31338709592819214
,,,127,,,,,,0.31341686844825745
15,1.0,1.0,239,,,,,0.3142559826374054,
15,,,239,,,0.3146551847457886,,,
16,,,249,,,,0.3138312101364136,,
,,,128,,,,,,0.3142068386077881
,,,129,,,,,,0.31425315141677856
,,,130,,,,,,0.31419190764427185
,,,131,,,,,,0.314209520816803
,,,132,,,,,,0.31335896253585815
,,,133,,,,,,0.317612886428833
,,,134,,,,,,0.31342893838882446
,,,135,,,,,,0.31348738074302673
16,1.0,1.0,254,,,,,0.3144282400608063,
16,,,254,,,0.31411322951316833,,,
17,,,259,,,,0.31384193897247314,,
17,,,269,,,,0.3145396411418915,,
,,,136,,,,,,0.3140439987182617
,,,137,,,,,,0.31408369541168213
,,,138,,,,,,0.31403103470802307
,,,139,,,,,,0.3140462338924408
,,,140,,,,,,0.31333908438682556
,,,141,,,,,,0.3176923394203186
,,,142,,,,,,0.31345438957214355
,,,143,,,,,,0.31353986263275146
17,1.0,1.0,269,,,,,0.31435176730155945,
17,,,269,,,0.3139129877090454,,,
18,,,279,,,,0.31342875957489014,,
,,,144,,,,,,0.31386542320251465
,,,145,,,,,,0.31389790773391724
,,,146,,,,,,0.3138549327850342
,,,147,,,,,,0.31386709213256836
,,,148,,,,,,0.3133217692375183
,,,149,,,,,,0.3192595839500427
,,,150,,,,,,0.31330013275146484
,,,151,,,,,,0.3133832514286041
18,1.0,1.0,284,,,,,0.3144385814666748,
18,,,284,,,0.31397244334220886,,,
19,,,289,,,,0.31412822008132935,,
19,,,299,,,,0.3134007155895233,,
,,,152,,,,,,0.3137555718421936
,,,153,,,,,,0.3137843608856201
,,,154,,,,,,0.31374645233154297
,,,155,,,,,,0.3137570023536682
,,,156,,,,,,0.31331005692481995
,,,157,,,,,,0.32537493109703064
,,,158,,,,,,0.31328070163726807
,,,159,,,,,,0.31333526968955994
19,0.9956358075141907,0.9962121248245239,299,,,,,0.31521162390708923,
19,,,299,,,0.31364941596984863,,,
,,,0,,0.3137555718421936,,,,
,,,1,,0.3137843608856201,,,,
,,,2,,0.31374645233154297,,,,
,,,3,,0.3137570023536682,,,,
,,,4,,0.31331005692481995,,,,
,,,5,,0.32537493109703064,,,,
,,,6,,0.31328070163726807,,,,
,,,7,,0.31333526968955994,,,,
20,,,300,0.31521162390708923,,,,,
