2025-01-05 15:43:43.448223,-1.0361328125,-0.0556640625,0.0712890625,-1.125,-13.3125,-52.5625
2025-01-05 15:43:43.448223,-1.025390625,-0.025390625,0.193359375,-19.59375,-10.625,-32.78125
2025-01-05 15:43:43.448223,-1.017578125,-0.0283203125,0.146484375,-21.375,-4.15625,-26.875
2025-01-05 15:43:43.477997,-1.0478515625,-0.0107421875,0.1337890625,-21.75,-4.21875,-22.0625
2025-01-05 15:43:43.503098,-1.021484375,0.0,0.1865234375,-26.8125,-6.84375,-22.59375
2025-01-05 15:43:43.564008,-0.9814453125,0.0087890625,0.2197265625,-27.0625,-6.125,-28.65625
2025-01-05 15:43:43.564008,-0.990234375,-0.044921875,0.1611328125,-23.625,-5.15625,-35.78125
2025-01-05 15:43:43.628230,-1.0712890625,-0.0048828125,0.0751953125,-19.53125,-5.25,-44.15625
2025-01-05 15:43:43.629656,-1.041015625,-0.09375,0.0703125,-14.40625,-8.25,-50.78125
2025-01-05 15:43:43.658724,-1.0263671875,-0.1044921875,0.1728515625,-16.96875,-7.9375,-52.625
2025-01-05 15:43:43.680879,-1.03515625,-0.015625,0.21484375,-16.9375,-3.625,-64.46875
2025-01-05 15:43:43.716383,-1.2001953125,-0.0302734375,0.1328125,-7.21875,0.34375,-88.03125
2025-01-05 15:43:43.747370,-1.287109375,-0.0205078125,0.076171875,-9.28125,5.1875,-106.71875
2025-01-05 15:43:43.778256,-1.2939453125,-0.037109375,0.119140625,-3.125,11.34375,-129.28125
2025-01-05 15:43:43.800446,-1.330078125,-0.0830078125,0.2509765625,-3.0625,19.09375,-150.21875
2025-01-05 15:43:43.837433,-1.5400390625,0.052734375,0.2568359375,-8.5,31.53125,-167.6875
2025-01-05 15:43:43.864569,-1.8974609375,-0.0146484375,0.185546875,-35.84375,40.15625,-188.0625
2025-01-05 15:43:43.897497,-1.9453125,0.4541015625,0.1845703125,-68.25,32.28125,-205.15625
2025-01-05 15:43:43.926665,-1.8525390625,-0.0029296875,0.2646484375,-18.21875,-0.625,-214.4375
2025-01-05 15:43:43.951159,-1.09765625,0.341796875,0.220703125,10.65625,-9.34375,-157.5625
2025-01-05 15:43:43.983902,-0.5693359375,-0.44921875,0.3193359375,-27.53125,-2.6875,-107.8125
2025-01-05 15:43:44.016894,-0.6318359375,-0.005859375,0.0869140625,-136.25,32.46875,-35.96875
2025-01-05 15:43:44.045893,-0.2216796875,0.5029296875,-0.1357421875,-136.1875,29.90625,48.4375
2025-01-05 15:43:44.076256,-0.373046875,0.1103515625,-0.03515625,-37.0,15.78125,122.375
2025-01-05 15:43:44.100376,-0.4462890625,0.033203125,-0.0751953125,14.625,1.8125,176.625
2025-01-05 15:43:44.137736,-0.5419921875,-0.0146484375,0.0693359375,18.21875,-10.40625,210.5
2025-01-05 15:43:44.167403,-0.744140625,0.01953125,0.046875,34.09375,-16.3125,247.40625
2025-01-05 15:43:44.198016,-0.9189453125,-0.142578125,0.041015625,41.1875,-21.4375,270.0625
2025-01-05 15:43:44.257928,-1.1669921875,-0.177734375,0.1708984375,39.59375,-26.1875,293.5625
2025-01-05 15:43:44.259451,-1.4345703125,-0.2724609375,0.296875,-3.8125,-36.5,304.0625
2025-01-05 15:43:44.283544,-1.65625,-0.455078125,0.1953125,-55.5625,-61.46875,300.28125
2025-01-05 15:43:44.313048,-1.9248046875,-0.5556640625,-0.0888671875,-72.21875,-88.875,300.71875
2025-01-05 15:43:44.377977,-2.0,-0.8603515625,-0.4248046875,-53.125,-80.8125,277.6875
2025-01-05 15:43:44.377977,-1.9169921875,-1.1484375,-0.3388671875,39.53125,-53.65625,210.1875
2025-01-05 15:43:44.400011,-1.4541015625,-1.880859375,-0.0927734375,120.21875,-38.15625,94.28125
2025-01-05 15:43:44.496695,-1.9296875,-0.92578125,-0.3173828125,93.5625,-16.4375,-39.1875
2025-01-05 15:43:44.496695,-1.7958984375,0.818359375,0.521484375,101.25,-9.78125,-158.65625
2025-01-05 15:43:44.500149,-0.7177734375,-1.166015625,-0.78125,223.0625,-10.5625,-119.65625
2025-01-05 15:43:44.526044,-1.4013671875,0.3955078125,-0.5068359375,-77.53125,-33.53125,-167.125
2025-01-05 15:43:44.559390,-1.072265625,-0.1591796875,0.580078125,-31.5,-47.625,-154.125
2025-01-05 15:43:44.612462,-0.84765625,-0.1875,0.404296875,-20.65625,-7.9375,-119.40625
2025-01-05 15:43:44.612462,-1.08984375,0.2548828125,-0.021484375,-45.84375,1.09375,-89.25
2025-01-05 15:43:44.677790,-1.08203125,-0.033203125,0.0048828125,11.875,-10.8125,-80.03125
2025-01-05 15:43:44.680563,-1.0263671875,-0.0703125,0.16796875,-3.0,-9.78125,-63.4375
2025-01-05 15:43:44.730289,-1.0263671875,-0.0478515625,0.0986328125,-9.65625,-8.5625,-50.125
2025-01-05 15:43:44.730289,-0.990234375,-0.1083984375,0.142578125,-7.34375,-5.15625,-43.71875
2025-01-05 15:43:44.767274,-1.0244140625,-0.052734375,0.16796875,-9.84375,-3.875,-30.15625
2025-01-05 15:43:44.797373,-1.052734375,-0.0419921875,0.1025390625,-10.15625,-6.1875,-27.53125
2025-01-05 15:43:44.857738,-1.0107421875,-0.0869140625,0.1787109375,-12.96875,-7.65625,-25.21875
2025-01-05 15:43:44.859976,-1.013671875,-0.0810546875,0.181640625,-18.5625,-6.3125,-23.34375
2025-01-05 15:43:44.878736,-1.0234375,-0.0556640625,0.1328125,-20.9375,-6.84375,-25.78125
2025-01-05 15:43:44.918709,-1.0078125,-0.0615234375,0.1083984375,-22.15625,-7.78125,-30.46875
2025-01-05 15:43:44.976946,-1.02734375,-0.0888671875,0.1513671875,-23.34375,-8.875,-32.5625
2025-01-05 15:43:44.976946,-1.025390625,-0.0615234375,0.185546875,-23.625,-5.5,-40.25
2025-01-05 15:43:45.009005,-1.0888671875,-0.021484375,0.1298828125,-17.78125,-0.25,-58.90625
2025-01-05 15:43:45.031434,-1.1767578125,-0.001953125,0.181640625,-10.4375,7.3125,-85.34375
2025-01-05 15:43:45.095686,-1.267578125,0.0458984375,0.09375,-1.0625,15.5,-119.46875
2025-01-05 15:43:45.095686,-1.4775390625,-0.0185546875,0.1435546875,0.09375,25.9375,-152.0
